,Province_State,Confirmed,Deaths,Recovered,Lat,Long_
9981,California,1515,69,69,36.1162,-119.6816
9982,Colorado,504,14,14,39.0598,-105.3111
9983,Connecticut,38,0,0,41.5978,-72.7554
9984,Delaware,22,2,2,39.3185,-75.5071
9985,Diamond Princess,0,0,0,,
9986,District of Columbia,9,0,0,38.8974,-77.0268
9987,Florida,0,0,0,27.7663,-81.6868
9988,Georgia,389,21,21,33.0406,-83.6431
9989,Grand Princess,0,0,0,,
9990,Guam,6,0,0,13.4443,144.7937
9991,Hawaii,42,0,0,21.0943,-157.4983
9992,Idaho,153,0,0,44.2405,-114.4788
9993,Illinois,258,8,8,40.3495,-88.9861
9994,Indiana,282,5,5,39.8494,-86.2583
9995,Iowa,92,3,3,42.0115,-93.2105
9996,Kansas,341,10,10,38.5266,-96.7265
9997,Kentucky,160,2,2,37.6681,-84.6701
9998,Louisiana,482,10,10,31.1695,-91.8678
9999,Maine,13,2,2,44.6939,-69.3819
10000,Maryland,59,7,7,39.0639,-76.8021
10001,Massachusetts,68,5,5,42.2302,-71.5301
10002,Michigan,236,2,2,43.3266,-84.5361
10003,Minnesota,71,5,5,45.6945,-93.9002
10004,Mississippi,118,0,0,32.7416,-89.6787
10005,Missouri,841,4,4,38.4561,-92.2884
10006,Montana,62,2,2,46.9219,-110.4544
10007,Nebraska,53,2,2,41.1254,-98.2681
10008,Nevada,447,1,1,38.3135,-117.0554
10009,New Hampshire,18,1,1,43.4525,-71.5639
10010,New Jersey,268,18,18,40.2989,-74.521
10011,New Mexico,76,2,2,34.8405,-106.2485
10012,New York,261,7,7,42.1657,-74.9481
10013,North Carolina,461,11,11,35.6301,-79.8064
10014,North Dakota,16,0,0,47.5289,-99.78399999999999
10015,Northern Mariana Islands,0,0,0,15.0979,145.6739
10016,Ohio,323,6,6,40.3888,-82.7649
10017,Oklahoma,265,30,30,35.5653,-96.9289
10018,Oregon,227,2,2,44.571999999999996,-122.0709
10019,Pennsylvania,248,8,8,40.5908,-77.2098
10020,Puerto Rico,20,1,1,18.2208,-66.5901
10021,Rhode Island,38,0,0,41.6809,-71.5118
10022,South Carolina,88,0,0,33.8569,-80.945
10023,South Dakota,25,2,2,44.2998,-99.4388
10024,Tennessee,189,5,5,35.7478,-86.6923
10025,Texas,1216,33,33,31.0545,-97.5635
10026,Utah,527,3,3,40.15,-111.8624
10027,Vermont,8,0,0,44.0459,-72.7107
10028,Virgin Islands,0,0,0,18.3358,-64.8963
10029,Virginia,228,1,1,37.7693,-78.17
10030,Washington,803,46,46,47.4009,-121.4905
10031,West Virginia,62,2,2,38.4912,-80.9545
10032,Wisconsin,117,10,10,44.2685,-89.6165
10033,Wyoming,72,6,6,42.756,-107.3025
10034,Alabama,0,0,0,32.3182,-86.9023
10035,Alaska,0,0,0,61.3707,-152.4044
10036,American Samoa,0,0,0,-14.270999999999999,-170.132
10037,Arizona,626,7,7,33.7298,-111.4312
10038,Arkansas,383,3,3,34.9697,-92.3731
10039,California,2053,71,71,36.1162,-119.6816
10040,Colorado,592,11,11,39.0598,-105.3111
10041,Connecticut,153,3,3,41.5978,-72.7554
10042,Delaware,21,0,0,39.3185,-75.5071
10043,Diamond Princess,0,0,0,,
10044,District of Columbia,13,0,0,38.8974,-77.0268
10045,Florida,0,0,0,27.7663,-81.6868
10046,Georgia,357,17,17,33.0406,-83.6431
10047,Grand Princess,0,0,0,,
10048,Guam,6,0,0,13.4443,144.7937
10049,Hawaii,55,0,0,21.0943,-157.4983
10050,Idaho,89,3,3,44.2405,-114.4788
10051,Illinois,248,18,18,40.3495,-88.9861
10052,Indiana,287,3,3,39.8494,-86.2583
10053,Iowa,56,4,4,42.0115,-93.2105
10054,Kansas,0,0,0,38.5266,-96.7265
10055,Kentucky,166,4,4,37.6681,-84.6701
10056,Louisiana,365,8,8,31.1695,-91.8678
10057,Maine,10,0,0,44.6939,-69.3819
10058,Maryland,66,7,7,39.0639,-76.8021
10059,Massachusetts,78,4,4,42.2302,-71.5301
10060,Michigan,175,31,31,43.3266,-84.5361
10061,Minnesota,121,6,6,45.6945,-93.9002
10062,Mississippi,302,1,1,32.7416,-89.6787
10063,Missouri,1238,1,1,38.4561,-92.2884
10064,Montana,68,4,4,46.9219,-110.4544
10065,Nebraska,50,0,0,41.1254,-98.2681
10066,Nevada,448,10,10,38.3135,-117.0554
10067,New Hampshire,26,0,0,43.4525,-71.5639
10068,New Jersey,272,6,6,40.2989,-74.521
10069,New Mexico,81,2,2,34.8405,-106.2485
10070,New York,397,-4,-4,42.1657,-74.9481
10071,North Carolina,394,15,15,35.6301,-79.8064
10072,North Dakota,13,1,1,47.5289,-99.78399999999999
10073,Northern Mariana Islands,0,0,0,15.0979,145.6739
10074,Ohio,303,5,5,40.3888,-82.7649
10075,Oklahoma,273,0,0,35.5653,-96.9289
10076,Oregon,225,1,1,44.571999999999996,-122.0709
10077,Pennsylvania,226,15,15,40.5908,-77.2098
10078,Puerto Rico,69,1,1,18.2208,-66.5901
10079,Rhode Island,20,1,1,41.6809,-71.5118
10080,South Carolina,131,1,1,33.8569,-80.945
10081,South Dakota,11,0,0,44.2998,-99.4388
10082,Tennessee,62,4,4,35.7478,-86.6923
10083,Texas,1585,34,34,31.0545,-97.5635
10084,Utah,462,1,1,40.15,-111.8624
10085,Vermont,6,0,0,44.0459,-72.7107
10086,Virgin Islands,0,0,0,18.3358,-64.8963
10087,Virginia,254,13,13,37.7693,-78.17
10088,Washington,546,9,9,47.4009,-121.4905
10089,West Virginia,55,4,4,38.4912,-80.9545
10090,Wisconsin,138,15,15,44.2685,-89.6165
10091,Wyoming,71,0,0,42.756,-107.3025
10092,Alabama,540,8,8,32.3182,-86.9023
10093,Alaska,0,0,0,61.3707,-152.4044
10094,American Samoa,0,0,0,-14.270999999999999,-170.132
10095,Arizona,587,28,28,33.7298,-111.4312
10096,Arkansas,302,3,3,34.9697,-92.3731
10097,California,1806,58,58,36.1162,-119.6816
10098,Colorado,402,6,6,39.0598,-105.3111
10099,Connecticut,127,1,1,41.5978,-72.7554
10100,Delaware,16,0,0,39.3185,-75.5071
10101,Diamond Princess,0,0,0,,
10102,District of Columbia,8,0,0,38.8974,-77.0268
10103,Florida,11048,217,217,27.7663,-81.6868
10104,Georgia,332,2,2,33.0406,-83.6431
10105,Grand Princess,0,0,0,,
10106,Guam,12,0,0,13.4443,144.7937
10107,Hawaii,48,1,1,21.0943,-157.4983
10108,Idaho,81,2,2,44.2405,-114.4788
10109,Illinois,292,8,8,40.3495,-88.9861
10110,Indiana,304,3,3,39.8494,-86.2583
10111,Iowa,79,1,1,42.0115,-93.2105
10112,Kansas,255,8,8,38.5266,-96.7265
10113,Kentucky,189,4,4,37.6681,-84.6701
10114,Louisiana,210,6,6,31.1695,-91.8678
10115,Maine,36,2,2,44.6939,-69.3819
10116,Maryland,64,1,1,39.0639,-76.8021
10117,Massachusetts,60,1,1,42.2302,-71.5301
10118,Michigan,67,14,14,43.3266,-84.5361
10119,Minnesota,92,11,11,45.6945,-93.9002
10120,Mississippi,243,4,4,32.7416,-89.6787
10121,Missouri,891,4,4,38.4561,-92.2884
10122,Montana,58,1,1,46.9219,-110.4544
10123,Nebraska,20,0,0,41.1254,-98.2681
10124,Nevada,804,3,3,38.3135,-117.0554
10125,New Hampshire,11,2,2,43.4525,-71.5639
10126,New Jersey,349,12,12,40.2989,-74.521
10127,New Mexico,75,1,1,34.8405,-106.2485
10128,New York,352,9,9,42.1657,-74.9481
10129,North Carolina,388,4,4,35.6301,-79.8064
10130,North Dakota,17,0,0,47.5289,-99.78399999999999
10131,Northern Mariana Islands,0,0,0,15.0979,145.6739
10132,Ohio,292,2,2,40.3888,-82.7649
10133,Oklahoma,224,0,0,35.5653,-96.9289
10134,Oregon,229,1,1,44.571999999999996,-122.0709
10135,Pennsylvania,212,9,9,40.5908,-77.2098
10136,Puerto Rico,38,1,1,18.2208,-66.5901
10137,Rhode Island,13,1,1,41.6809,-71.5118
10138,South Carolina,112,14,14,33.8569,-80.945
10139,South Dakota,14,1,1,44.2998,-99.4388
10140,Tennessee,0,0,0,35.7478,-86.6923
10141,Texas,1623,29,29,31.0545,-97.5635
10142,Utah,309,14,14,40.15,-111.8624
10143,Vermont,7,0,0,44.0459,-72.7107
10144,Virgin Islands,63,0,0,18.3358,-64.8963
10145,Virginia,371,15,15,37.7693,-78.17
10146,Washington,492,4,4,47.4009,-121.4905
10147,West Virginia,60,0,0,38.4912,-80.9545
10148,Wisconsin,66,7,7,44.2685,-89.6165
10149,Wyoming,104,0,0,42.756,-107.3025
10150,Alabama,0,0,0,32.3182,-86.9023
10151,Alaska,0,0,0,61.3707,-152.4044
10152,American Samoa,0,0,0,-14.270999999999999,-170.132
10153,Arizona,475,11,11,33.7298,-111.4312
10154,Arkansas,0,0,0,34.9697,-92.3731
10155,California,2229,39,39,36.1162,-119.6816
10156,Colorado,571,-1,-1,39.0598,-105.3111
10157,Connecticut,0,0,0,41.5978,-72.7554
10158,Delaware,21,1,1,39.3185,-75.5071
10159,Diamond Princess,0,0,0,,
10160,District of Columbia,0,0,0,38.8974,-77.0268
10161,Florida,0,0,0,27.7663,-81.6868
10162,Georgia,402,24,24,33.0406,-83.6431
10163,Grand Princess,0,0,0,,
10164,Guam,0,0,0,13.4443,144.7937
10165,Hawaii,64,2,2,21.0943,-157.4983
10166,Idaho,0,0,0,44.2405,-114.4788
10167,Illinois,0,0,0,40.3495,-88.9861
10168,Indiana,0,0,0,39.8494,-86.2583
10169,Iowa,82,6,6,42.0115,-93.2105
10170,Kansas,0,0,0,38.5266,-96.7265
10171,Kentucky,159,3,3,37.6681,-84.6701
10172,Louisiana,0,0,0,31.1695,-91.8678
10173,Maine,39,0,0,44.6939,-69.3819
10174,Maryland,61,4,4,39.0639,-76.8021
10175,Massachusetts,56,2,2,42.2302,-71.5301
10176,Michigan,0,0,0,43.3266,-84.5361
10177,Minnesota,69,6,6,45.6945,-93.9002
10178,Mississippi,0,0,0,32.7416,-89.6787
10179,Missouri,789,3,3,38.4561,-92.2884
10180,Montana,0,0,0,46.9219,-110.4544
10181,Nebraska,0,0,0,41.1254,-98.2681
10182,Nevada,0,0,0,38.3135,-117.0554
10183,New Hampshire,0,0,0,43.4525,-71.5639
10184,New Jersey,237,6,6,40.2989,-74.521
10185,New Mexico,0,0,0,34.8405,-106.2485
10186,New York,344,5,5,42.1657,-74.9481
10187,North Carolina,0,0,0,35.6301,-79.8064
10188,North Dakota,13,1,1,47.5289,-99.78399999999999
10189,Northern Mariana Islands,0,0,0,15.0979,145.6739
10190,Ohio,254,4,4,40.3888,-82.7649
10191,Oklahoma,0,0,0,35.5653,-96.9289
10192,Oregon,212,2,2,44.571999999999996,-122.0709
10193,Pennsylvania,204,6,6,40.5908,-77.2098
10194,Puerto Rico,47,0,0,18.2208,-66.5901
10195,Rhode Island,0,0,0,41.6809,-71.5118
10196,South Carolina,0,0,0,33.8569,-80.945
10197,South Dakota,0,0,0,44.2998,-99.4388
10198,Tennessee,68,7,7,35.7478,-86.6923
10199,Texas,1401,19,19,31.0545,-97.5635
10200,Utah,351,4,4,40.15,-111.8624
10201,Vermont,0,0,0,44.0459,-72.7107
10202,Virgin Islands,0,0,0,18.3358,-64.8963
10203,Virginia,298,6,6,37.7693,-78.17
10204,Washington,421,0,0,47.4009,-121.4905
10205,West Virginia,0,0,0,38.4912,-80.9545
10206,Wisconsin,0,0,0,44.2685,-89.6165
10207,Wyoming,0,0,0,42.756,-107.3025
10208,Alabama,0,0,0,32.3182,-86.9023
10209,Alaska,0,0,0,61.3707,-152.4044
10210,American Samoa,0,0,0,-14.270999999999999,-170.132
10211,Arizona,436,-1,-1,33.7298,-111.4312
10212,Arkansas,0,0,0,34.9697,-92.3731
10213,California,1211,12,12,36.1162,-119.6816
10214,Colorado,233,7,7,39.0598,-105.3111
10215,Connecticut,0,0,0,41.5978,-72.7554
10216,Delaware,25,0,0,39.3185,-75.5071
10217,Diamond Princess,0,0,0,,
10218,District of Columbia,0,0,0,38.8974,-77.0268
10219,Florida,0,0,0,27.7663,-81.6868
10220,Georgia,228,0,0,33.0406,-83.6431
10221,Grand Princess,0,0,0,,
10222,Guam,0,0,0,13.4443,144.7937
10223,Hawaii,51,0,0,21.0943,-157.4983
10224,Idaho,0,0,0,44.2405,-114.4788
10225,Illinois,0,0,0,40.3495,-88.9861
10226,Indiana,0,0,0,39.8494,-86.2583
10227,Iowa,51,2,2,42.0115,-93.2105
10228,Kansas,0,0,0,38.5266,-96.7265
10229,Kentucky,70,3,3,37.6681,-84.6701
10230,Louisiana,0,0,0,31.1695,-91.8678
10231,Maine,13,0,0,44.6939,-69.3819
10232,Maryland,66,3,3,39.0639,-76.8021
10233,Massachusetts,31,1,1,42.2302,-71.5301
10234,Michigan,0,0,0,43.3266,-84.5361
10235,Minnesota,97,4,4,45.6945,-93.9002
10236,Mississippi,0,0,0,32.7416,-89.6787
10237,Missouri,624,0,0,38.4561,-92.2884
10238,Montana,0,0,0,46.9219,-110.4544
10239,Nebraska,0,0,0,41.1254,-98.2681
10240,Nevada,0,0,0,38.3135,-117.0554
10241,New Hampshire,0,0,0,43.4525,-71.5639
10242,New Jersey,150,3,3,40.2989,-74.521
10243,New Mexico,0,0,0,34.8405,-106.2485
10244,New York,381,15,15,42.1657,-74.9481
10245,North Carolina,0,0,0,35.6301,-79.8064
10246,North Dakota,6,0,0,47.5289,-99.78399999999999
10247,Northern Mariana Islands,0,0,0,15.0979,145.6739
10248,Ohio,154,4,4,40.3888,-82.7649
10249,Oklahoma,0,0,0,35.5653,-96.9289
10250,Oregon,138,0,0,44.571999999999996,-122.0709
10251,Pennsylvania,138,9,9,40.5908,-77.2098
10252,Puerto Rico,53,1,1,18.2208,-66.5901
10253,Rhode Island,0,0,0,41.6809,-71.5118
10254,South Carolina,0,0,0,33.8569,-80.945
10255,South Dakota,0,0,0,44.2998,-99.4388
10256,Tennessee,0,0,0,35.7478,-86.6923
10257,Texas,176,8,8,31.0545,-97.5635
10258,Utah,282,8,8,40.15,-111.8624
10259,Vermont,0,0,0,44.0459,-72.7107
10260,Virgin Islands,0,0,0,18.3358,-64.8963
10261,Virginia,-232,-6,-6,37.7693,-78.17
10262,Washington,0,0,0,47.4009,-121.4905
10263,West Virginia,0,0,0,38.4912,-80.9545
10264,Wisconsin,0,0,0,44.2685,-89.6165
10265,Wyoming,0,0,0,42.756,-107.3025
10266,Alabama,517,2,2,32.3182,-86.9023
10267,Alaska,146,0,0,61.3707,-152.4044
10268,American Samoa,0,0,0,-14.270999999999999,-170.132
10269,Arizona,413,0,0,33.7298,-111.4312
10270,Arkansas,966,4,4,34.9697,-92.3731
10271,California,1140,6,6,36.1162,-119.6816
10272,Colorado,229,-1,-1,39.0598,-105.3111
10273,Connecticut,141,1,1,41.5978,-72.7554
10274,Delaware,18,0,0,39.3185,-75.5071
10275,Diamond Princess,0,0,0,,
10276,District of Columbia,28,0,0,38.8974,-77.0268
10277,Florida,0,0,0,27.7663,-81.6868
10278,Georgia,190,0,0,33.0406,-83.6431
10279,Grand Princess,0,0,0,,
10280,Guam,16,1,1,13.4443,144.7937
10281,Hawaii,22,0,0,21.0943,-157.4983
10282,Idaho,134,0,0,44.2405,-114.4788
10283,Illinois,747,20,20,40.3495,-88.9861
10284,Indiana,561,14,14,39.8494,-86.2583
10285,Iowa,53,0,0,42.0115,-93.2105
10286,Kansas,337,3,3,38.5266,-96.7265
10287,Kentucky,69,2,2,37.6681,-84.6701
10288,Louisiana,942,5,5,31.1695,-91.8678
10289,Maine,13,0,0,44.6939,-69.3819
10290,Maryland,37,2,2,39.0639,-76.8021
10291,Massachusetts,41,2,2,42.2302,-71.5301
10292,Michigan,352,5,5,43.3266,-84.5361
10293,Minnesota,81,5,5,45.6945,-93.9002
10294,Mississippi,301,6,6,32.7416,-89.6787
10295,Missouri,442,0,0,38.4561,-92.2884
10296,Montana,48,0,0,46.9219,-110.4544
10297,Nebraska,104,0,0,41.1254,-98.2681
10298,Nevada,915,3,3,38.3135,-117.0554
10299,New Hampshire,52,0,0,43.4525,-71.5639
10300,New Jersey,147,1,1,40.2989,-74.521
10301,New Mexico,148,1,1,34.8405,-106.2485
10302,New York,311,8,8,42.1657,-74.9481
10303,North Carolina,864,8,8,35.6301,-79.8064
10304,North Dakota,3,0,0,47.5289,-99.78399999999999
10305,Northern Mariana Islands,0,0,0,15.0979,145.6739
10306,Ohio,147,5,5,40.3888,-82.7649
10307,Oklahoma,580,0,0,35.5653,-96.9289
10308,Oregon,85,0,0,44.571999999999996,-122.0709
10309,Pennsylvania,92,6,6,40.5908,-77.2098
10310,Puerto Rico,12,0,0,18.2208,-66.5901
10311,Rhode Island,53,0,0,41.6809,-71.5118
10312,South Carolina,472,-5,-5,33.8569,-80.945
10313,South Dakota,19,0,0,44.2998,-99.4388
10314,Tennessee,145,7,7,35.7478,-86.6923
10315,Texas,834,6,6,31.0545,-97.5635
10316,Utah,254,2,2,40.15,-111.8624
10317,Vermont,10,0,0,44.0459,-72.7107
10318,Virgin Islands,4,0,0,18.3358,-64.8963
10319,Virginia,89,6,6,37.7693,-78.17
10320,Washington,526,9,9,47.4009,-121.4905
10321,West Virginia,163,2,2,38.4912,-80.9545
10322,Wisconsin,144,10,10,44.2685,-89.6165
10323,Wyoming,148,0,0,42.756,-107.3025
10324,Alabama,0,0,0,32.3182,-86.9023
10325,Alaska,6,0,0,61.3707,-152.4044
10326,American Samoa,0,0,0,-14.270999999999999,-170.132
10327,Arizona,546,17,17,33.7298,-111.4312
10328,Arkansas,479,8,8,34.9697,-92.3731
10329,California,-3935,25,25,36.1162,-119.6816
10330,Colorado,343,12,12,39.0598,-105.3111
10331,Connecticut,40,0,0,41.5978,-72.7554
10332,Delaware,12,0,0,39.3185,-75.5071
10333,Diamond Princess,0,0,0,,
10334,District of Columbia,14,0,0,38.8974,-77.0268
10335,Florida,0,0,0,27.7663,-81.6868
10336,Georgia,502,19,19,33.0406,-83.6431
10337,Grand Princess,0,0,0,,
10338,Guam,4,0,0,13.4443,144.7937
10339,Hawaii,33,0,0,21.0943,-157.4983
10340,Idaho,77,4,4,44.2405,-114.4788
10341,Illinois,301,4,4,40.3495,-88.9861
10342,Indiana,268,8,8,39.8494,-86.2583
10343,Iowa,103,1,1,42.0115,-93.2105
10344,Kansas,1,0,0,38.5266,-96.7265
10345,Kentucky,207,5,5,37.6681,-84.6701
10346,Louisiana,413,4,4,31.1695,-91.8678
10347,Maine,32,0,0,44.6939,-69.3819
10348,Maryland,36,1,1,39.0639,-76.8021
10349,Massachusetts,63,1,1,42.2302,-71.5301
10350,Michigan,240,32,32,43.3266,-84.5361
10351,Minnesota,79,0,0,45.6945,-93.9002
10352,Mississippi,270,11,11,32.7416,-89.6787
10353,Missouri,933,41,41,38.4561,-92.2884
10354,Montana,113,3,3,46.9219,-110.4544
10355,Nebraska,74,2,2,41.1254,-98.2681
10356,Nevada,625,8,8,38.3135,-117.0554
10357,New Hampshire,26,0,0,43.4525,-71.5639
10358,New Jersey,223,6,6,40.2989,-74.521
10359,New Mexico,46,2,2,34.8405,-106.2485
10360,New York,252,4,4,42.1657,-74.9481
10361,North Carolina,274,4,4,35.6301,-79.8064
10362,North Dakota,14,0,0,47.5289,-99.78399999999999
10363,Northern Mariana Islands,0,0,0,15.0979,145.6739
10364,Ohio,277,4,4,40.3888,-82.7649
10365,Oklahoma,85,0,0,35.5653,-96.9289
10366,Oregon,224,7,7,44.571999999999996,-122.0709
10367,Pennsylvania,201,13,13,40.5908,-77.2098
10368,Puerto Rico,5,2,2,18.2208,-66.5901
10369,Rhode Island,22,0,0,41.6809,-71.5118
10370,South Carolina,96,3,3,33.8569,-80.945
10371,South Dakota,11,3,3,44.2998,-99.4388
10372,Tennessee,-42,7,7,35.7478,-86.6923
10373,Texas,2095,29,29,31.0545,-97.5635
10374,Utah,361,3,3,40.15,-111.8624
10375,Vermont,4,0,0,44.0459,-72.7107
10376,Virgin Islands,19,0,0,18.3358,-64.8963
10377,Virginia,148,10,10,37.7693,-78.17
10378,Washington,318,9,9,47.4009,-121.4905
10379,West Virginia,25,1,1,38.4912,-80.9545
10380,Wisconsin,135,17,17,44.2685,-89.6165
10381,Wyoming,96,7,7,42.756,-107.3025
10382,Alabama,532,14,14,32.3182,-86.9023
10383,Alaska,88,3,3,61.3707,-152.4044
10384,American Samoa,0,0,0,-14.270999999999999,-170.132
10385,Arizona,769,6,6,33.7298,-111.4312
10386,Arkansas,686,4,4,34.9697,-92.3731
10387,California,1743,74,74,36.1162,-119.6816
10388,Colorado,444,6,6,39.0598,-105.3111
10389,Connecticut,51,2,2,41.5978,-72.7554
10390,Delaware,32,0,0,39.3185,-75.5071
10391,Diamond Princess,0,0,0,,
10392,District of Columbia,8,0,0,38.8974,-77.0268
10393,Florida,0,0,0,27.7663,-81.6868
10394,Georgia,590,11,11,33.0406,-83.6431
10395,Grand Princess,0,0,0,,
10396,Guam,9,0,0,13.4443,144.7937
10397,Hawaii,56,1,1,21.0943,-157.4983
10398,Idaho,97,3,3,44.2405,-114.4788
10399,Illinois,259,4,4,40.3495,-88.9861
10400,Indiana,399,6,6,39.8494,-86.2583
10401,Iowa,122,4,4,42.0115,-93.2105
10402,Kansas,435,6,6,38.5266,-96.7265
10403,Kentucky,274,3,3,37.6681,-84.6701
10404,Louisiana,591,6,6,31.1695,-91.8678
10405,Maine,12,0,0,44.6939,-69.3819
10406,Maryland,62,1,1,39.0639,-76.8021
10407,Massachusetts,93,1,1,42.2302,-71.5301
10408,Michigan,308,3,3,43.3266,-84.5361
10409,Minnesota,68,7,7,45.6945,-93.9002
10410,Mississippi,356,0,0,32.7416,-89.6787
10411,Missouri,1325,9,9,38.4561,-92.2884
10412,Montana,65,0,0,46.9219,-110.4544
10413,Nebraska,84,0,0,41.1254,-98.2681
10414,Nevada,558,3,3,38.3135,-117.0554
10415,New Hampshire,23,1,1,43.4525,-71.5639
10416,New Jersey,195,13,13,40.2989,-74.521
10417,New Mexico,58,2,2,34.8405,-106.2485
10418,New York,300,3,3,42.1657,-74.9481
10419,North Carolina,208,13,13,35.6301,-79.8064
10420,North Dakota,27,0,0,47.5289,-99.78399999999999
10421,Northern Mariana Islands,0,0,0,15.0979,145.6739
10422,Ohio,200,7,7,40.3888,-82.7649
10423,Oklahoma,276,4,4,35.5653,-96.9289
10424,Oregon,194,4,4,44.571999999999996,-122.0709
10425,Pennsylvania,192,8,8,40.5908,-77.2098
10426,Puerto Rico,32,0,0,18.2208,-66.5901
10427,Rhode Island,24,2,2,41.6809,-71.5118
10428,South Carolina,128,2,2,33.8569,-80.945
10429,South Dakota,20,2,2,44.2998,-99.4388
10430,Tennessee,123,-2,-2,35.7478,-86.6923
10431,Texas,2751,29,29,31.0545,-97.5635
10432,Utah,574,3,3,40.15,-111.8624
10433,Vermont,4,0,0,44.0459,-72.7107
10434,Virgin Islands,0,0,0,18.3358,-64.8963
10435,Virginia,275,3,3,37.7693,-78.17
10436,Washington,347,10,10,47.4009,-121.4905
10437,West Virginia,49,12,12,38.4912,-80.9545
10438,Wisconsin,91,2,2,44.2685,-89.6165
10439,Wyoming,95,0,0,42.756,-107.3025
10440,Alabama,0,0,0,32.3182,-86.9023
10441,Alaska,0,0,0,61.3707,-152.4044
10442,American Samoa,0,0,0,-14.270999999999999,-170.132
10443,Arizona,472,3,3,33.7298,-111.4312
10444,Arkansas,700,0,0,34.9697,-92.3731
10445,California,1798,40,40,36.1162,-119.6816
10446,Colorado,530,4,4,39.0598,-105.3111
10447,Connecticut,35,1,1,41.5978,-72.7554
10448,Delaware,26,0,0,39.3185,-75.5071
10449,Diamond Princess,0,0,0,,
10450,District of Columbia,7,0,0,38.8974,-77.0268
10451,Florida,0,0,0,27.7663,-81.6868
10452,Georgia,520,5,5,33.0406,-83.6431
10453,Grand Princess,0,0,0,,
10454,Guam,9,0,0,13.4443,144.7937
10455,Hawaii,49,1,1,21.0943,-157.4983
10456,Idaho,91,2,2,44.2405,-114.4788
10457,Illinois,457,10,10,40.3495,-88.9861
10458,Indiana,390,5,5,39.8494,-86.2583
10459,Iowa,99,2,2,42.0115,-93.2105
10460,Kansas,24,0,0,38.5266,-96.7265
10461,Kentucky,163,3,3,37.6681,-84.6701
10462,Louisiana,568,10,10,31.1695,-91.8678
10463,Maine,21,1,1,44.6939,-69.3819
10464,Maryland,75,3,3,39.0639,-76.8021
10465,Massachusetts,83,3,3,42.2302,-71.5301
10466,Michigan,222,14,14,43.3266,-84.5361
10467,Minnesota,83,5,5,45.6945,-93.9002
10468,Mississippi,180,3,3,32.7416,-89.6787
10469,Missouri,1286,5,5,38.4561,-92.2884
10470,Montana,66,1,1,46.9219,-110.4544
10471,Nebraska,0,0,0,41.1254,-98.2681
10472,Nevada,543,11,11,38.3135,-117.0554
10473,New Hampshire,23,0,0,43.4525,-71.5639
10474,New Jersey,218,5,5,40.2989,-74.521
10475,New Mexico,87,3,3,34.8405,-106.2485
10476,New York,391,11,11,42.1657,-74.9481
10477,North Carolina,296,-3,-3,35.6301,-79.8064
10478,North Dakota,11,0,0,47.5289,-99.78399999999999
10479,Northern Mariana Islands,0,0,0,15.0979,145.6739
10480,Ohio,579,6,6,40.3888,-82.7649
10481,Oklahoma,329,0,0,35.5653,-96.9289
10482,Oregon,196,4,4,44.571999999999996,-122.0709
10483,Pennsylvania,191,9,9,40.5908,-77.2098
10484,Puerto Rico,48,1,1,18.2208,-66.5901
10485,Rhode Island,5,0,0,41.6809,-71.5118
10486,South Carolina,181,7,7,33.8569,-80.945
10487,South Dakota,24,3,3,44.2998,-99.4388
10488,Tennessee,193,6,6,35.7478,-86.6923
10489,Texas,1613,73,73,31.0545,-97.5635
10490,Utah,540,4,4,40.15,-111.8624
10491,Vermont,2,1,1,44.0459,-72.7107
10492,Virgin Islands,37,0,0,18.3358,-64.8963
10493,Virginia,224,4,4,37.7693,-78.17
10494,Washington,477,8,8,47.4009,-121.4905
10495,West Virginia,56,6,6,38.4912,-80.9545
10496,Wisconsin,118,6,6,44.2685,-89.6165
10497,Wyoming,63,0,0,42.756,-107.3025
10498,Alabama,315,6,6,32.3182,-86.9023
10499,Alaska,109,0,0,61.3707,-152.4044
10500,American Samoa,0,0,0,-14.270999999999999,-170.132
10501,Arizona,526,22,22,33.7298,-111.4312
10502,Arkansas,494,4,4,34.9697,-92.3731
10503,California,787,9,9,36.1162,-119.6816
10504,Colorado,499,4,4,39.0598,-105.3111
10505,Connecticut,89,0,0,41.5978,-72.7554
10506,Delaware,50,1,1,39.3185,-75.5071
10507,Diamond Princess,0,0,0,,
10508,District of Columbia,16,0,0,38.8974,-77.0268
10509,Florida,15684,213,213,27.7663,-81.6868
10510,Georgia,433,15,15,33.0406,-83.6431
10511,Grand Princess,0,0,0,,
10512,Guam,7,0,0,13.4443,144.7937
10513,Hawaii,79,0,0,21.0943,-157.4983
10514,Idaho,83,4,4,44.2405,-114.4788
10515,Illinois,356,8,8,40.3495,-88.9861
10516,Indiana,407,8,8,39.8494,-86.2583
10517,Iowa,94,2,2,42.0115,-93.2105
10518,Kansas,392,2,2,38.5266,-96.7265
10519,Kentucky,160,6,6,37.6681,-84.6701
10520,Louisiana,525,9,9,31.1695,-91.8678
10521,Maine,15,1,1,44.6939,-69.3819
10522,Maryland,85,2,2,39.0639,-76.8021
10523,Massachusetts,89,2,2,42.2302,-71.5301
10524,Michigan,134,-4,-4,43.3266,-84.5361
10525,Minnesota,101,6,6,45.6945,-93.9002
10526,Mississippi,242,4,4,32.7416,-89.6787
10527,Missouri,1173,17,17,38.4561,-92.2884
10528,Montana,52,0,0,46.9219,-110.4544
10529,Nebraska,194,0,0,41.1254,-98.2681
