,Province_State,Confirmed,Deaths,Recovered,Lat,Long_
559,North Carolina,5936,11,11,35.6301,-79.8064
560,North Dakota,114,0,0,47.5289,-99.78399999999999
561,Northern Mariana Islands,3,0,0,15.0979,145.6739
562,Ohio,7892,142,142,40.3888,-82.7649
563,Oklahoma,3904,14,14,35.5653,-96.9289
564,Oregon,924,9,9,44.571999999999996,-122.0709
565,Pennsylvania,5236,88,88,40.5908,-77.2098
566,Puerto Rico,349,12,12,18.2208,-66.5901
567,Rhode Island,2993,21,21,41.6809,-71.5118
568,South Carolina,3129,15,15,33.8569,-80.945
569,South Dakota,181,0,0,44.2998,-99.4388
570,Tennessee,3527,80,80,35.7478,-86.6923
571,Texas,22015,106,106,31.0545,-97.5635
572,Utah,1484,4,4,40.15,-111.8624
573,Vermont,111,0,0,44.0459,-72.7107
574,Virgin Islands,0,0,0,18.3358,-64.8963
575,Virginia,4530,10,10,37.7693,-78.17
576,Washington,5091,1,1,47.4009,-121.4905
577,West Virginia,1070,12,12,38.4912,-80.9545
578,Wisconsin,1682,5,5,44.2685,-89.6165
579,Wyoming,563,0,0,42.756,-107.3025
580,Alabama,3848,226,226,32.3182,-86.9023
581,Alaska,131,1,1,61.3707,-152.4044
582,American Samoa,0,0,0,-14.270999999999999,-170.132
583,Arizona,8559,335,335,33.7298,-111.4312
584,Arkansas,3209,40,40,34.9697,-92.3731
585,California,38984,587,587,36.1162,-119.6816
586,Colorado,1511,29,29,39.0598,-105.3111
587,Connecticut,3689,33,33,41.5978,-72.7554
588,Delaware,619,11,11,39.3185,-75.5071
589,Diamond Princess,0,0,0,,
590,District of Columbia,430,4,4,38.8974,-77.0268
591,Florida,14896,156,156,27.7663,-81.6868
592,Georgia,9193,187,187,33.0406,-83.6431
593,Grand Princess,0,0,0,,
594,Guam,6,0,0,13.4443,144.7937
595,Hawaii,60,0,0,21.0943,-157.4983
596,Idaho,1034,12,12,44.2405,-114.4788
597,Illinois,6642,134,134,40.3495,-88.9861
598,Indiana,3139,54,54,39.8494,-86.2583
599,Iowa,1481,83,83,42.0115,-93.2105
600,Kansas,91,1,1,38.5266,-96.7265
601,Kentucky,3022,22,22,37.6681,-84.6701
602,Louisiana,4705,53,53,31.1695,-91.8678
603,Maine,715,11,11,44.6939,-69.3819
604,Maryland,2665,66,66,39.0639,-76.8021
605,Massachusetts,5487,67,67,42.2302,-71.5301
606,Michigan,2468,104,104,43.3266,-84.5361
607,Minnesota,1315,13,13,45.6945,-93.9002
608,Mississippi,1648,98,98,32.7416,-89.6787
609,Missouri,3245,199,199,38.4561,-92.2884
610,Montana,424,10,10,46.9219,-110.4544
611,Nebraska,1000,19,19,41.1254,-98.2681
612,Nevada,2593,46,46,38.3135,-117.0554
613,New Hampshire,603,9,9,43.4525,-71.5639
614,New Jersey,4587,185,185,40.2989,-74.521
615,New Mexico,887,30,30,34.8405,-106.2485
616,New York,14791,185,185,42.1657,-74.9481
617,North Carolina,6851,60,60,35.6301,-79.8064
618,North Dakota,138,3,3,47.5289,-99.78399999999999
619,Northern Mariana Islands,0,0,0,15.0979,145.6739
620,Ohio,7981,148,148,40.3888,-82.7649
621,Oklahoma,2221,29,29,35.5653,-96.9289
622,Oregon,1173,54,54,44.571999999999996,-122.0709
623,Pennsylvania,7607,245,245,40.5908,-77.2098
624,Puerto Rico,959,3,3,18.2208,-66.5901
625,Rhode Island,786,14,14,41.6809,-71.5118
626,South Carolina,1703,34,34,33.8569,-80.945
627,South Dakota,244,0,0,44.2998,-99.4388
628,Tennessee,3478,146,146,35.7478,-86.6923
629,Texas,24441,310,310,31.0545,-97.5635
630,Utah,2146,26,26,40.15,-111.8624
631,Vermont,169,2,2,44.0459,-72.7107
632,Virgin Islands,23,0,0,18.3358,-64.8963
633,Virginia,4561,84,84,37.7693,-78.17
634,Washington,1858,90,90,47.4009,-121.4905
635,West Virginia,921,40,40,38.4912,-80.9545
636,Wisconsin,3307,58,58,44.2685,-89.6165
637,Wyoming,677,33,33,42.756,-107.3025
638,Alabama,3147,187,187,32.3182,-86.9023
639,Alaska,296,1,1,61.3707,-152.4044
640,American Samoa,0,0,0,-14.270999999999999,-170.132
641,Arizona,5629,191,191,33.7298,-111.4312
642,Arkansas,2467,65,65,34.9697,-92.3731
643,California,37322,532,532,36.1162,-119.6816
644,Colorado,2438,43,43,39.0598,-105.3111
645,Connecticut,3529,87,87,41.5978,-72.7554
646,Delaware,727,9,9,39.3185,-75.5071
647,Diamond Princess,0,0,0,,
648,District of Columbia,177,6,6,38.8974,-77.0268
649,Florida,13990,169,169,27.7663,-81.6868
650,Georgia,8596,141,141,33.0406,-83.6431
651,Grand Princess,0,0,0,,
652,Guam,15,0,0,13.4443,144.7937
653,Hawaii,91,3,3,21.0943,-157.4983
654,Idaho,1091,8,8,44.2405,-114.4788
655,Illinois,5862,120,120,40.3495,-88.9861
656,Indiana,3642,63,63,39.8494,-86.2583
657,Iowa,1906,10,10,42.0115,-93.2105
658,Kansas,4301,101,101,38.5266,-96.7265
659,Kentucky,4553,47,47,37.6681,-84.6701
660,Louisiana,2896,51,51,31.1695,-91.8678
661,Maine,824,4,4,44.6939,-69.3819
662,Maryland,2516,37,37,39.0639,-76.8021
663,Massachusetts,5918,86,86,42.2302,-71.5301
664,Michigan,3128,40,40,43.3266,-84.5361
665,Minnesota,1487,50,50,45.6945,-93.9002
666,Mississippi,1942,31,31,32.7416,-89.6787
667,Missouri,2863,28,28,38.4561,-92.2884
668,Montana,576,2,2,46.9219,-110.4544
669,Nebraska,1529,12,12,41.1254,-98.2681
670,Nevada,1143,50,50,38.3135,-117.0554
671,New Hampshire,862,7,7,43.4525,-71.5639
672,New Jersey,7880,122,122,40.2989,-74.521
673,New Mexico,1145,13,13,34.8405,-106.2485
674,New York,14704,170,170,42.1657,-74.9481
675,North Carolina,5098,107,107,35.6301,-79.8064
676,North Dakota,167,1,1,47.5289,-99.78399999999999
677,Northern Mariana Islands,0,0,0,15.0979,145.6739
678,Ohio,6701,144,144,40.3888,-82.7649
679,Oklahoma,3920,44,44,35.5653,-96.9289
680,Oregon,1329,41,41,44.571999999999996,-122.0709
681,Pennsylvania,8184,347,347,40.5908,-77.2098
682,Puerto Rico,212,14,14,18.2208,-66.5901
683,Rhode Island,1092,11,11,41.6809,-71.5118
684,South Carolina,6021,51,51,33.8569,-80.945
685,South Dakota,452,19,19,44.2998,-99.4388
686,Tennessee,4625,137,137,35.7478,-86.6923
687,Texas,26106,382,382,31.0545,-97.5635
688,Utah,5188,27,27,40.15,-111.8624
689,Vermont,121,0,0,44.0459,-72.7107
690,Virgin Islands,0,0,0,18.3358,-64.8963
691,Virginia,4598,75,75,37.7693,-78.17
692,Washington,2658,49,49,47.4009,-121.4905
693,West Virginia,1189,37,37,38.4912,-80.9545
694,Wisconsin,2771,46,46,44.2685,-89.6165
695,Wyoming,217,0,0,42.756,-107.3025
696,Alabama,3588,185,185,32.3182,-86.9023
697,Alaska,345,2,2,61.3707,-152.4044
698,American Samoa,0,0,0,-14.270999999999999,-170.132
699,Arizona,7311,182,182,33.7298,-111.4312
700,Arkansas,2491,42,42,34.9697,-92.3731
701,California,42907,449,449,36.1162,-119.6816
702,Colorado,2403,31,31,39.0598,-105.3111
703,Connecticut,968,17,17,41.5978,-72.7554
704,Delaware,892,12,12,39.3185,-75.5071
705,Diamond Princess,0,0,0,,
706,District of Columbia,220,11,11,38.8974,-77.0268
707,Florida,13720,217,217,27.7663,-81.6868
708,Georgia,9036,172,172,33.0406,-83.6431
709,Grand Princess,0,0,0,,
710,Guam,13,0,0,13.4443,144.7937
711,Hawaii,246,6,6,21.0943,-157.4983
712,Idaho,994,27,27,44.2405,-114.4788
713,Illinois,6652,107,107,40.3495,-88.9861
714,Indiana,4375,66,66,39.8494,-86.2583
715,Iowa,1399,19,19,42.0115,-93.2105
716,Kansas,306,1,1,38.5266,-96.7265
717,Kentucky,4063,51,51,37.6681,-84.6701
718,Louisiana,5313,58,58,31.1695,-91.8678
719,Maine,808,8,8,44.6939,-69.3819
720,Maryland,2948,45,45,39.0639,-76.8021
721,Massachusetts,5955,74,74,42.2302,-71.5301
722,Michigan,3295,175,175,43.3266,-84.5361
723,Minnesota,1581,43,43,45.6945,-93.9002
724,Mississippi,1948,41,41,32.7416,-89.6787
725,Missouri,3580,46,46,38.4561,-92.2884
726,Montana,457,8,8,46.9219,-110.4544
727,Nebraska,932,15,15,41.1254,-98.2681
728,Nevada,2187,62,62,38.3135,-117.0554
729,New Hampshire,579,12,12,43.4525,-71.5639
730,New Jersey,7092,0,0,40.2989,-74.521
731,New Mexico,1424,29,29,34.8405,-106.2485
732,New York,14187,240,240,42.1657,-74.9481
733,North Carolina,9853,80,80,35.6301,-79.8064
734,North Dakota,243,8,8,47.5289,-99.78399999999999
735,Northern Mariana Islands,0,0,0,15.0979,145.6739
736,Ohio,7654,118,118,40.3888,-82.7649
737,Oklahoma,3149,34,34,35.5653,-96.9289
738,Oregon,1137,29,29,44.571999999999996,-122.0709
739,Pennsylvania,6531,300,300,40.5908,-77.2098
740,Puerto Rico,177,20,20,18.2208,-66.5901
741,Rhode Island,901,10,10,41.6809,-71.5118
742,South Carolina,5802,23,23,33.8569,-80.945
743,South Dakota,317,10,10,44.2998,-99.4388
744,Tennessee,4983,84,84,35.7478,-86.6923
745,Texas,27886,416,416,31.0545,-97.5635
746,Utah,2742,11,11,40.15,-111.8624
747,Vermont,205,4,4,44.0459,-72.7107
748,Virgin Islands,0,0,0,18.3358,-64.8963
749,Virginia,5294,74,74,37.7693,-78.17
750,Washington,2575,38,38,47.4009,-121.4905
751,West Virginia,827,31,31,38.4912,-80.9545
752,Wisconsin,3140,49,49,44.2685,-89.6165
753,Wyoming,412,0,0,42.756,-107.3025
754,Alabama,2945,85,85,32.3182,-86.9023
755,Alaska,300,1,1,61.3707,-152.4044
756,American Samoa,0,0,0,-14.270999999999999,-170.132
757,Arizona,9146,185,185,33.7298,-111.4312
758,Arkansas,3124,35,35,34.9697,-92.3731
759,California,41540,589,589,36.1162,-119.6816
760,Colorado,2281,27,27,39.0598,-105.3111
761,Connecticut,1878,41,41,41.5978,-72.7554
762,Delaware,662,4,4,39.3185,-75.5071
763,Diamond Princess,0,0,0,,
764,District of Columbia,320,0,0,38.8974,-77.0268
765,Florida,16875,186,186,27.7663,-81.6868
766,Georgia,9806,163,163,33.0406,-83.6431
767,Grand Princess,0,0,0,,
768,Guam,17,1,1,13.4443,144.7937
769,Hawaii,191,0,0,21.0943,-157.4983
770,Idaho,1112,12,12,44.2405,-114.4788
771,Illinois,6642,149,149,40.3495,-88.9861
772,Indiana,4666,65,65,39.8494,-86.2583
773,Iowa,1366,6,6,42.0115,-93.2105
774,Kansas,3944,141,141,38.5266,-96.7265
775,Kentucky,3925,19,19,37.6681,-84.6701
776,Louisiana,3705,0,0,31.1695,-91.8678
777,Maine,823,16,16,44.6939,-69.3819
778,Maryland,2924,45,45,39.0639,-76.8021
779,Massachusetts,5525,76,76,42.2302,-71.5301
780,Michigan,3001,39,39,43.3266,-84.5361
781,Minnesota,1627,33,33,45.6945,-93.9002
782,Mississippi,2342,55,55,32.7416,-89.6787
783,Missouri,4138,35,35,38.4561,-92.2884
784,Montana,525,9,9,46.9219,-110.4544
785,Nebraska,779,19,19,41.1254,-98.2681
786,Nevada,1878,40,40,38.3135,-117.0554
787,New Hampshire,1009,11,11,43.4525,-71.5639
788,New Jersey,6311,159,159,40.2989,-74.521
789,New Mexico,1262,38,38,34.8405,-106.2485
790,New York,19469,204,204,42.1657,-74.9481
791,North Carolina,8914,108,108,35.6301,-79.8064
792,North Dakota,221,23,23,47.5289,-99.78399999999999
793,Northern Mariana Islands,0,0,0,15.0979,145.6739
794,Ohio,7149,142,142,40.3888,-82.7649
795,Oklahoma,3544,43,43,35.5653,-96.9289
796,Oregon,1012,21,21,44.571999999999996,-122.0709
797,Pennsylvania,6757,225,225,40.5908,-77.2098
798,Puerto Rico,1138,13,13,18.2208,-66.5901
799,Rhode Island,1057,16,16,41.6809,-71.5118
800,South Carolina,4787,103,103,33.8569,-80.945
801,South Dakota,425,15,15,44.2998,-99.4388
802,Tennessee,5557,79,79,35.7478,-86.6923
803,Texas,26284,393,393,31.0545,-97.5635
804,Utah,2543,12,12,40.15,-111.8624
805,Vermont,161,1,1,44.0459,-72.7107
806,Virgin Islands,0,0,0,18.3358,-64.8963
807,Virginia,4795,30,30,37.7693,-78.17
808,Washington,2193,27,27,47.4009,-121.4905
809,West Virginia,1430,31,31,38.4912,-80.9545
810,Wisconsin,2706,42,42,44.2685,-89.6165
811,Wyoming,208,0,0,42.756,-107.3025
812,Alabama,3153,89,89,32.3182,-86.9023
813,Alaska,193,0,0,61.3707,-152.4044
814,American Samoa,0,0,0,-14.270999999999999,-170.132
815,Arizona,8715,208,208,33.7298,-111.4312
816,Arkansas,2543,30,30,34.9697,-92.3731
817,California,41395,544,544,36.1162,-119.6816
818,Colorado,2025,20,20,39.0598,-105.3111
819,Connecticut,0,0,0,41.5978,-72.7554
820,Delaware,645,6,6,39.3185,-75.5071
821,Diamond Princess,0,0,0,,
822,District of Columbia,397,5,5,38.8974,-77.0268
823,Florida,12119,205,205,27.7663,-81.6868
824,Georgia,8533,153,153,33.0406,-83.6431
825,Grand Princess,0,0,0,,
826,Guam,0,0,0,13.4443,144.7937
827,Hawaii,180,2,2,21.0943,-157.4983
828,Idaho,806,2,2,44.2405,-114.4788
829,Illinois,5343,147,147,40.3495,-88.9861
830,Indiana,3889,69,69,39.8494,-86.2583
831,Iowa,822,64,64,42.0115,-93.2105
832,Kansas,0,0,0,38.5266,-96.7265
833,Kentucky,3055,32,32,37.6681,-84.6701
834,Louisiana,0,0,0,31.1695,-91.8678
835,Maine,438,30,30,44.6939,-69.3819
836,Maryland,3292,47,47,39.0639,-76.8021
837,Massachusetts,5799,74,74,42.2302,-71.5301
838,Michigan,2211,119,119,43.3266,-84.5361
839,Minnesota,1485,37,37,45.6945,-93.9002
840,Mississippi,2680,70,70,32.7416,-89.6787
841,Missouri,2829,31,31,38.4561,-92.2884
842,Montana,421,2,2,46.9219,-110.4544
843,Nebraska,0,0,0,41.1254,-98.2681
844,Nevada,2040,63,63,38.3135,-117.0554
845,New Hampshire,639,19,19,43.4525,-71.5639
846,New Jersey,6057,94,94,40.2989,-74.521
847,New Mexico,1088,36,36,34.8405,-106.2485
848,New York,15945,172,172,42.1657,-74.9481
849,North Carolina,7986,83,83,35.6301,-79.8064
850,North Dakota,115,8,8,47.5289,-99.78399999999999
851,Northern Mariana Islands,0,0,0,15.0979,145.6739
852,Ohio,7065,121,121,40.3888,-82.7649
853,Oklahoma,3632,27,27,35.5653,-96.9289
854,Oregon,1154,41,41,44.571999999999996,-122.0709
855,Pennsylvania,6899,214,214,40.5908,-77.2098
856,Puerto Rico,569,11,11,18.2208,-66.5901
857,Rhode Island,0,15,15,41.6809,-71.5118
858,South Carolina,6455,71,71,33.8569,-80.945
859,South Dakota,341,4,4,44.2998,-99.4388
860,Tennessee,4808,44,44,35.7478,-86.6923
861,Texas,17741,342,342,31.0545,-97.5635
862,Utah,2150,13,13,40.15,-111.8624
863,Vermont,181,0,0,44.0459,-72.7107
864,Virgin Islands,0,0,0,18.3358,-64.8963
865,Virginia,6757,50,50,37.7693,-78.17
866,Washington,0,0,0,47.4009,-121.4905
867,West Virginia,1475,28,28,38.4912,-80.9545
868,Wisconsin,2409,135,135,44.2685,-89.6165
869,Wyoming,159,0,0,42.756,-107.3025
870,Alabama,1917,1,1,32.3182,-86.9023
871,Alaska,281,0,0,61.3707,-152.4044
872,American Samoa,0,0,0,-14.270999999999999,-170.132
873,Arizona,6981,18,18,33.7298,-111.4312
874,Arkansas,976,18,18,34.9697,-92.3731
875,California,29885,325,325,36.1162,-119.6816
876,Colorado,1498,16,16,39.0598,-105.3111
877,Connecticut,0,0,0,41.5978,-72.7554
878,Delaware,922,12,12,39.3185,-75.5071
879,Diamond Princess,0,0,0,,
880,District of Columbia,314,3,3,38.8974,-77.0268
881,Florida,11093,133,133,27.7663,-81.6868
882,Georgia,6332,5,5,33.0406,-83.6431
883,Grand Princess,0,0,0,,
884,Guam,0,0,0,13.4443,144.7937
885,Hawaii,95,2,2,21.0943,-157.4983
886,Idaho,278,2,2,44.2405,-114.4788
887,Illinois,4162,30,30,40.3495,-88.9861
888,Indiana,3162,68,68,39.8494,-86.2583
889,Iowa,403,2,2,42.0115,-93.2105
890,Kansas,0,1,1,38.5266,-96.7265
891,Kentucky,2350,34,34,37.6681,-84.6701
892,Louisiana,4127,123,123,31.1695,-91.8678
893,Maine,340,4,4,44.6939,-69.3819
894,Maryland,2414,26,26,39.0639,-76.8021
895,Massachusetts,4414,69,69,42.2302,-71.5301
896,Michigan,0,0,0,43.3266,-84.5361
897,Minnesota,1333,40,40,45.6945,-93.9002
898,Mississippi,1606,40,40,32.7416,-89.6787
899,Missouri,2197,3,3,38.4561,-92.2884
900,Montana,337,4,4,46.9219,-110.4544
901,Nebraska,1068,0,0,41.1254,-98.2681
902,Nevada,1483,18,18,38.3135,-117.0554
903,New Hampshire,624,6,6,43.4525,-71.5639
904,New Jersey,5132,25,25,40.2989,-74.521
905,New Mexico,744,22,22,34.8405,-106.2485
906,New York,13694,188,188,42.1657,-74.9481
907,North Carolina,6811,67,67,35.6301,-79.8064
908,North Dakota,150,3,3,47.5289,-99.78399999999999
909,Northern Mariana Islands,0,0,0,15.0979,145.6739
910,Ohio,5247,119,119,40.3888,-82.7649
911,Oklahoma,3333,35,35,35.5653,-96.9289
912,Oregon,793,1,1,44.571999999999996,-122.0709
913,Pennsylvania,5785,113,113,40.5908,-77.2098
914,Puerto Rico,858,0,0,18.2208,-66.5901
915,Rhode Island,0,8,8,41.6809,-71.5118
916,South Carolina,5762,129,129,33.8569,-80.945
917,South Dakota,266,23,23,44.2998,-99.4388
918,Tennessee,4474,36,36,35.7478,-86.6923
919,Texas,14449,172,172,31.0545,-97.5635
920,Utah,1585,8,8,40.15,-111.8624
921,Vermont,142,0,0,44.0459,-72.7107
922,Virgin Islands,94,0,0,18.3358,-64.8963
923,Virginia,9914,23,23,37.7693,-78.17
924,Washington,3969,0,0,47.4009,-121.4905
925,West Virginia,697,15,15,38.4912,-80.9545
926,Wisconsin,1891,1,1,44.2685,-89.6165
927,Wyoming,295,0,0,42.756,-107.3025
928,Alabama,1430,1,1,32.3182,-86.9023
929,Alaska,154,0,0,61.3707,-152.4044
930,American Samoa,0,0,0,-14.270999999999999,-170.132
931,Arizona,5400,-1,-1,33.7298,-111.4312
932,Arkansas,1109,32,32,34.9697,-92.3731
933,California,25846,179,179,36.1162,-119.6816
934,Colorado,1190,7,7,39.0598,-105.3111
935,Connecticut,6703,76,76,41.5978,-72.7554
936,Delaware,616,10,10,39.3185,-75.5071
937,Diamond Princess,0,0,0,,
938,District of Columbia,182,7,7,38.8974,-77.0268
939,Florida,8002,137,137,27.7663,-81.6868
940,Georgia,4957,64,64,33.0406,-83.6431
941,Grand Princess,0,0,0,,
942,Guam,0,0,0,13.4443,144.7937
943,Hawaii,123,0,0,21.0943,-157.4983
944,Idaho,0,0,0,44.2405,-114.4788
945,Illinois,3385,68,68,40.3495,-88.9861
946,Indiana,2498,68,68,39.8494,-86.2583
947,Iowa,932,1,1,42.0115,-93.2105
948,Kansas,3471,22,22,38.5266,-96.7265
949,Kentucky,1993,40,40,37.6681,-84.6701
950,Louisiana,971,50,50,31.1695,-91.8678
951,Maine,317,3,3,44.6939,-69.3819
952,Maryland,1769,29,29,39.0639,-76.8021
953,Massachusetts,3301,53,53,42.2302,-71.5301
954,Michigan,3343,17,17,43.3266,-84.5361
955,Minnesota,969,12,12,45.6945,-93.9002
956,Mississippi,1457,3,3,32.7416,-89.6787
957,Missouri,1677,4,4,38.4561,-92.2884
958,Montana,183,1,1,46.9219,-110.4544
959,Nebraska,198,5,5,41.1254,-98.2681
960,Nevada,1221,5,5,38.3135,-117.0554
961,New Hampshire,480,0,0,43.4525,-71.5639
962,New Jersey,3853,19,19,40.2989,-74.521
963,New Mexico,626,26,26,34.8405,-106.2485
964,New York,13410,182,182,42.1657,-74.9481
965,North Carolina,0,0,0,35.6301,-79.8064
966,North Dakota,70,0,0,47.5289,-99.78399999999999
967,Northern Mariana Islands,1,0,0,15.0979,145.6739
968,Ohio,4312,125,125,40.3888,-82.7649
969,Oklahoma,1855,7,7,35.5653,-96.9289
970,Oregon,646,3,3,44.571999999999996,-122.0709
971,Pennsylvania,3979,75,75,40.5908,-77.2098
972,Puerto Rico,558,0,0,18.2208,-66.5901
973,Rhode Island,0,18,18,41.6809,-71.5118
974,South Carolina,3280,11,11,33.8569,-80.945
975,South Dakota,115,11,11,44.2998,-99.4388
976,Tennessee,2430,39,39,35.7478,-86.6923
977,Texas,11079,111,111,31.0545,-97.5635
978,Utah,1082,7,7,40.15,-111.8624
979,Vermont,163,0,0,44.0459,-72.7107
980,Virgin Islands,0,0,0,18.3358,-64.8963
981,Virginia,7245,10,10,37.7693,-78.17
982,Washington,0,0,0,47.4009,-121.4905
983,West Virginia,988,8,8,38.4912,-80.9545
984,Wisconsin,1169,20,20,44.2685,-89.6165
985,Wyoming,345,0,0,42.756,-107.3025
986,Alabama,2515,5,5,32.3182,-86.9023
987,Alaska,130,1,1,61.3707,-152.4044
988,American Samoa,0,0,0,-14.270999999999999,-170.132
989,Arizona,6417,1,1,33.7298,-111.4312
990,Arkansas,1331,43,43,34.9697,-92.3731
991,California,24875,373,373,36.1162,-119.6816
992,Colorado,1685,2,2,39.0598,-105.3111
993,Connecticut,2094,12,12,41.5978,-72.7554
994,Delaware,401,9,9,39.3185,-75.5071
995,Diamond Princess,0,0,0,,
996,District of Columbia,226,4,4,38.8974,-77.0268
997,Florida,9816,162,162,27.7663,-81.6868
998,Georgia,7629,212,212,33.0406,-83.6431
999,Grand Princess,0,0,0,,
1000,Guam,41,3,3,13.4443,144.7937
1001,Hawaii,8,2,2,21.0943,-157.4983
1002,Idaho,1224,30,30,44.2405,-114.4788
1003,Illinois,4318,35,35,40.3495,-88.9861
1004,Indiana,2727,50,50,39.8494,-86.2583
1005,Iowa,1219,8,8,42.0115,-93.2105
1006,Kansas,178,0,0,38.5266,-96.7265
1007,Kentucky,2239,27,27,37.6681,-84.6701
1008,Louisiana,2138,71,71,31.1695,-91.8678
1009,Maine,386,5,5,44.6939,-69.3819
1010,Maryland,1972,54,54,39.0639,-76.8021
1011,Massachusetts,3085,44,44,42.2302,-71.5301
1012,Michigan,1545,16,16,43.3266,-84.5361
1013,Minnesota,919,6,6,45.6945,-93.9002
1014,Mississippi,1193,50,50,32.7416,-89.6787
1015,Missouri,2364,13,13,38.4561,-92.2884
1016,Montana,288,0,0,46.9219,-110.4544
1017,Nebraska,0,0,0,41.1254,-98.2681
1018,Nevada,1178,8,8,38.3135,-117.0554
1019,New Hampshire,519,5,5,43.4525,-71.5639
1020,New Jersey,4628,54,54,40.2989,-74.521
1021,New Mexico,691,17,17,34.8405,-106.2485
1022,New York,12721,193,193,42.1657,-74.9481
1023,North Carolina,9860,56,56,35.6301,-79.8064
1024,North Dakota,137,2,2,47.5289,-99.78399999999999
1025,Northern Mariana Islands,0,0,0,15.0979,145.6739
1026,Ohio,4983,103,103,40.3888,-82.7649
1027,Oklahoma,1576,43,43,35.5653,-96.9289
1028,Oregon,617,5,5,44.571999999999996,-122.0709
1029,Pennsylvania,5632,83,83,40.5908,-77.2098
1030,Puerto Rico,434,0,0,18.2208,-66.5901
1031,Rhode Island,2623,12,12,41.6809,-71.5118
1032,South Carolina,2854,11,11,33.8569,-80.945
1033,South Dakota,127,0,0,44.2998,-99.4388
1034,Tennessee,2314,41,41,35.7478,-86.6923
1035,Texas,19269,321,321,31.0545,-97.5635
1036,Utah,1302,7,7,40.15,-111.8624
1037,Vermont,101,0,0,44.0459,-72.7107
1038,Virgin Islands,23,0,0,18.3358,-64.8963
1039,Virginia,4526,59,59,37.7693,-78.17
1040,Washington,2050,37,37,47.4009,-121.4905
1041,West Virginia,1011,31,31,38.4912,-80.9545
1042,Wisconsin,1933,47,47,44.2685,-89.6165
1043,Wyoming,214,28,28,42.756,-107.3025
1044,Alabama,3112,157,157,32.3182,-86.9023
1045,Alaska,170,23,23,61.3707,-152.4044
1046,American Samoa,0,0,0,-14.270999999999999,-170.132
1047,Arizona,4845,262,262,33.7298,-111.4312
1048,Arkansas,2520,55,55,34.9697,-92.3731
1049,California,21214,658,658,36.1162,-119.6816
1050,Colorado,1371,34,34,39.0598,-105.3111
1051,Connecticut,1915,44,44,41.5978,-72.7554
1052,Delaware,464,9,9,39.3185,-75.5071
1053,Diamond Princess,0,0,0,,
1054,District of Columbia,144,2,2,38.8974,-77.0268
1055,Florida,11914,142,142,27.7663,-81.6868
1056,Georgia,8068,206,206,33.0406,-83.6431
1057,Grand Princess,0,0,0,,
1058,Guam,6,0,0,13.4443,144.7937
1059,Hawaii,83,1,1,21.0943,-157.4983
